연번,읍면,경로당명,경로당 주소,Latitude,Longitude,데이터기준일
173,청성면,외저,충청북도 옥천군 청성면 양저로 216-52,36.2930593,127.7241489,2022-06-15
174,청성면,신기(새터),충청북도 옥천군 청성면 양저로 538-17,36.3045494,127.7047017,2022-06-15
175,청성면,구음1,충청북도 옥천군 청성면 구음2길 16,36.3285873,127.7134138,2022-06-15
176,청성면,숯가마,충청북도 옥천군 청성면 구음1길 31,36.3248537,127.7149482,2022-06-15
177,청성면,구음2,충청북도 옥천군 청성면 구음길 151,36.3328438,127.7133472,2022-06-15
178,청성면,안티,충청북도 옥천군 청성면 대안로2길 97,36.3551806,127.7185136,2022-06-15
179,청성면,귀평,충청북도 옥천군 청성면 대안로3길 17-4,36.3648025,127.7211696,2022-06-15
180,청성면,귀곡,충청북도 옥천군 청성면 대안로4길 36-2,36.3645375,127.7268884,2022-06-15
181,청성면,지령,충청북도 옥천군 청성면 대안로5길 24-4,36.3721108,127.7251841,2022-06-15
182,청성면,도곡,충청북도 옥천군 청성면 도장3길 5,36.3744513,127.7334777,2022-06-15
183,청성면,마장,충청북도 옥천군 청성면 도장1길 49,36.3799009,127.7296682,2022-06-15
184,청성면,두릉,충청북도 옥천군 청성면 능월3길 20,36.3805867,127.7367463,2022-06-15
185,청성면,망월,충청북도 옥천군 청성면 능월1길 67-21,36.3885603,127.7411377,2022-06-15
186,청성면,신기,충청북도 옥천군 청성면 능월2길 23,36.3890511,127.7318973,2022-06-15
187,청성면,화동,충청북도 옥천군 청성면 화성1길 14,36.3494216,127.7455041,2022-06-15
188,청성면,석성,충청북도 옥천군 청성면 화성2길 32-1,36.3433484,127.737466,2022-06-15
189,청성면,화성,충청북도 옥천군 청성면 남부로 2843-11,36.3476785,127.7368568,2022-06-15
190,청성면,장연,충청북도 옥천군 청성면 장연길 172-1,36.3495176,127.761837,2022-06-15
191,청성면,귀재,충청북도 옥천군 청성면 장연길 447,36.367758,127.7682671,2022-06-15
192,청산면,백운,충청북도 옥천군 청산면 백운길 20-7,36.3490319,127.7931503,2022-06-15
193,청산면,분회,충청북도 옥천군 청산면 지전길 32-13,36.3454814,127.7939743,2022-06-15
194,청산면,지전,충청북도 옥천군 청산면 지전2길 27,36.3467858,127.7905842,2022-06-15
195,청산면,지전여자,충청북도 옥천군 청산면 지전2길 27,36.3467858,127.7905842,2022-06-15
196,청산면,교평,충청북도 옥천군 청산면 교평길 26,36.3450551,127.7973133,2022-06-15
197,청산면,생기(여자),충청북도 옥천군 청산면 교평길 26,36.3450551,127.7973133,2022-06-15
198,청산면,하서,충청북도 옥천군 청산면 하서1길 14,36.346027,127.7829739,2022-06-15
199,청산면,섬마,충청북도 옥천군 청산면 하서2길 14,36.3443514,127.7785188,2022-06-15
200,청산면,신매,충청북도 옥천군 청산면 신매길 15-2,36.3196374,127.7708282,2022-06-15
201,청산면,대사,충청북도 옥천군 청산면 대덕길 130-1,36.3013591,127.7857813,2022-06-15
202,청산면,덕곡,충청북도 옥천군 청산면 신매길 200,36.3137499,127.7853431,2022-06-15
203,청산면,장위,충청북도 옥천군 청산면 장위길 124-1,36.3295987,127.7823443,2022-06-15
204,청산면,영신,충청북도 옥천군 청산면 장위3길 54-1,36.3247049,127.7854474,2022-06-15
205,청산면,한곡,충청북도 옥천군 청산면 한곡길 50,36.3208151,127.7928353,2022-06-15
206,청산면,문암,충청북도 옥천군 청산면 한곡1길 96,36.3139829,127.7912133,2022-06-15
207,청산면,인정,충청북도 옥천군 청산면 인정길 130,36.3254569,127.7978745,2022-06-15
208,청산면,판수,충청북도 옥천군 청산면 판수2길 6,36.3318697,127.8090781,2022-06-15
209,청산면,불로실,충청북도 옥천군 청산면 판수3길 48,36.325536,127.8099973,2022-06-15
210,청산면,목동,충청북도 옥천군 청산면 효목2길 14,36.323927,127.8178014,2022-06-15
211,청산면,목골,충청북도 옥천군 청산면 효목2길 169,36.3132543,127.8248867,2022-06-15
212,청산면,효림,충청북도 옥천군 청산면 효목1길 69-9,36.3237926,127.8349311,2022-06-15
213,청산면,의동,충청북도 옥천군 청산면 의지길 255,36.3290667,127.8341649,2022-06-15
214,청산면,덕지,충청북도 옥천군 청산면 의지1길 96,36.3412679,127.8303446,2022-06-15
215,청산면,하예곡,충청북도 옥천군 청산면 예곡1길 43,36.3543897,127.8233581,2022-06-15
216,청산면,상예곡,충청북도 옥천군 청산면 예곡2길 8,36.3552468,127.8307148,2022-06-15
217,청산면,가사목,충청북도 옥천군 청산면 팔음로 337-3,36.3553855,127.8470153,2022-06-15
218,청산면,삼방,충청북도 옥천군 청산면 삼방길 12,36.3410886,127.8492168,2022-06-15
219,청산면,명티,충청북도 옥천군 청산면 팔음로 502,36.3547081,127.8610582,2022-06-15
220,청산면,법화,충청북도 옥천군 청산면 법화갈전길 147,36.3662484,127.8421298,2022-06-15
221,청산면,복우실,충청북도 옥천군 청산면 법화3길 81,36.3632068,127.8529668,2022-06-15
222,청산면,대성,충청북도 옥천군 청산면 대성길 1,36.3729046,127.8171882,2022-06-15
